neighborhood,avg_bedrooms,avg_bathrooms,avg_rooms,house_age,has_garage,has_pool,median_income,population,avg_occupancy,latitude,longitude,price,region
Phoenix Valley,6,2.5,33.333333333333336,66,1,0,15.0,3249,4.5,26.8506,-112.7923,567122,Arizona
Phoenix Valley,3,4.0,17.606666666666666,3,1,0,15.0,558,3.5,45.3362,-94.31,554108,Arizona
Phoenix Valley,5,1.0,33.17333333333333,54,0,1,15.0,3862,2.7,29.4602,-109.9545,721517,Arizona
San Diego Coastal,4,2.0,26.5,44,1,1,9.51,3896,5.1,25.5056,-77.5372,332854,California
Dallas Park Cities,4,2.0,33.333333333333336,1,1,0,2.29,3978,5.4,44.6602,-117.4801,80000,Texas
Dallas Park Cities,3,2.0,24.08,53,1,1,4.17,1309,4.5,29.2397,-113.0372,145885,Texas
Portland Pearl,2,3.0,14.273333333333333,1,1,0,4.11,3803,4.1,37.1766,-111.5919,143738,Oregon
Denver Park,3,1.0,25.926666666666666,57,0,0,15.0,4222,2.8,44.0165,-100.9305,548648,Colorado
Austin Downtown,1,2.0,18.106666666666666,42,1,1,5.17,836,4.7,28.5585,-117.6839,180941,Texas
Boston Back Bay,2,2.5,15.88,49,1,0,10.92,594,3.0,42.0443,-95.0559,382222,Massachusetts
Boston Back Bay,4,2.0,19.786666666666665,49,1,0,15.0,875,2.1,37.2255,-84.6958,560737,Massachusetts
San Diego Coastal,4,1.5,28.85333333333333,25,1,0,6.55,3610,5.7,30.8849,-124.5538,229214,California
Portland Pearl,2,2.5,18.333333333333332,50,0,0,6.0,1854,2.5,25.9558,-76.2026,210121,Oregon
Austin Downtown,4,2.0,17.906666666666666,18,1,0,3.47,4175,1.2,31.0475,-78.1271,121588,Texas
Boston Back Bay,5,4.0,31.35333333333333,61,1,0,12.58,4808,6.0,34.7695,-122.2047,440250,Massachusetts
Miami Beach,4,2.5,22.6,8,1,0,7.96,660,1.4,33.4623,-121.2405,278700,Florida
Portland Pearl,4,4.0,17.913333333333334,12,1,0,10.04,3823,3.4,41.4887,-93.4353,351560,Oregon
Denver Park,4,1.5,24.12,57,1,0,14.28,3906,2.4,34.426,-107.7537,499842,Colorado
Phoenix Valley,3,3.0,28.84,5,1,0,15.0,838,2.9,33.7478,-98.0259,837230,Arizona
Miami Beach,3,2.5,28.44,78,0,1,6.09,1034,7.3,43.6817,-93.7897,213316,Florida
Beverly Hills,5,2.5,33.333333333333336,3,1,0,15.0,4125,3.8,35.6703,-89.9231,1881632,California
Phoenix Valley,4,2.0,27.433333333333334,43,1,0,15.0,855,4.5,47.6663,-84.7607,668256,Arizona
San Diego Coastal,4,2.0,29.173333333333332,79,1,0,7.76,1395,5.2,38.2126,-77.8623,271703,California
Austin Downtown,5,1.0,30.52,54,1,0,3.9,4642,3.0,46.5558,-91.6336,136567,Texas
Seattle Eastside,3,3.0,16.1,51,1,0,14.45,3772,5.6,45.2905,-119.2223,505588,Washington
Atlanta Central,3,3.0,17.166666666666668,56,1,0,11.69,4653,4.6,34.5228,-117.5082,409245,Georgia
Chicago North,4,1.5,22.76,57,1,0,12.47,1733,5.1,39.0913,-91.2454,436432,Illinois
San Diego Coastal,1,2.5,21.473333333333333,13,1,1,6.52,3835,2.9,28.2384,-86.0166,228141,California
Boston Back Bay,4,2.5,31.74,25,1,0,15.0,3242,4.7,37.1215,-83.5256,710008,Massachusetts
Beverly Hills,4,2.5,20.24,16,1,0,15.0,4505,4.0,34.7515,-96.4736,1564867,California
Boston Back Bay,4,2.0,26.28,17,0,1,15.0,1515,5.7,36.1262,-91.9786,770262,Massachusetts
Chicago North,3,3.0,19.846666666666668,17,1,1,8.94,575,3.2,29.2383,-71.3997,312884,Illinois
San Diego Coastal,4,2.5,25.166666666666668,52,1,0,5.97,2297,7.0,44.9231,-105.8471,208810,California
Dallas Park Cities,2,2.5,15.14,75,1,0,2.29,2802,4.5,26.8393,-113.2206,80000,Texas
Austin Downtown,5,2.5,33.333333333333336,45,1,0,5.84,3083,3.8,42.9676,-71.7056,204340,Texas
Miami Beach,2,2.5,17.893333333333334,2,1,0,8.19,4422,3.6,46.7148,-74.468,286796,Florida
Atlanta Central,5,1.5,31.14666666666667,56,1,0,15.0,3588,4.0,27.4457,-124.6103,694166,Georgia
Chicago North,3,3.0,23.19333333333333,44,1,0,10.96,4517,3.1,34.9747,-102.8966,383477,Illinois
Austin Heights,3,2.0,16.513333333333332,63,1,0,15.0,3784,5.0,38.4539,-84.5836,969965,Texas
Austin Downtown,3,3.0,22.573333333333334,31,1,0,2.29,2151,4.0,47.8007,-115.2394,80000,Texas
Nashville Hills,3,3.0,27.66,35,1,0,3.62,4174,6.9,44.9038,-123.2455,126610,Tennessee
Nashville Hills,3,2.5,29.85333333333333,53,1,1,3.89,1960,3.4,34.5273,-122.9965,136119,Tennessee
Phoenix Valley,4,2.5,19.873333333333335,57,1,0,15.0,4156,3.8,47.2621,-93.9363,532046,Arizona
Phoenix Valley,4,1.5,17.9,18,1,1,15.0,3649,3.3,32.6191,-112.3347,980956,Arizona
Nashville Hills,2,2.0,18.326666666666668,47,1,0,5.45,1496,6.8,32.8198,-110.8161,190694,Tennessee
Boston Back Bay,4,2.5,31.913333333333334,77,1,0,12.22,770,1.8,36.6439,-124.1667,427733,Massachusetts
San Diego Coastal,5,1.5,31.913333333333334,6,1,0,13.18,4488,4.1,42.9302,-85.0753,461345,California
Seattle Eastside,4,1.5,29.626666666666665,27,1,0,14.4,4012,4.5,29.4199,-78.6005,503897,Washington
Chicago North,3,4.0,14.74,43,1,0,11.45,727,2.3,42.0767,-84.6561,400746,Illinois
Miami Beach,1,2.0,10.946666666666667,75,0,0,4.81,1623,8.0,25.0621,-117.5044,168246,Florida
Nashville Hills,5,2.0,18.286666666666665,78,1,0,3.66,2670,2.6,31.037,-72.3525,128218,Tennessee
Atlanta Central,3,2.0,21.24,48,0,0,15.0,2847,4.1,47.4128,-72.0827,632203,Georgia
Nashville Hills,3,2.5,10.453333333333333,44,1,1,5.18,2198,6.5,40.0987,-110.7478,181407,Tennessee
Denver Park,4,2.0,33.10666666666667,34,1,0,15.0,1366,3.4,35.6389,-70.9312,858934,Colorado
Chicago North,3,3.0,30.286666666666665,36,1,1,15.0,3503,4.2,41.8305,-100.5694,627288,Illinois
Dallas Park Cities,4,2.0,26.746666666666666,59,1,1,6.22,3804,3.5,35.0109,-122.7076,217566,Texas
Austin Downtown,2,1.0,9.926666666666666,44,1,0,3.27,3380,3.9,27.4538,-93.3528,114303,Texas
Dallas Park Cities,4,2.0,28.0,45,1,0,2.29,4804,5.6,36.4441,-96.0312,80000,Texas
Phoenix Valley,5,1.0,33.333333333333336,68,1,0,15.0,2270,3.4,46.9742,-77.7938,667230,Arizona
Nashville Hills,6,3.0,33.333333333333336,12,1,0,7.45,2933,1.0,31.2698,-105.438,260750,Tennessee
Austin Downtown,5,1.5,33.333333333333336,77,1,1,3.93,1928,4.0,26.2161,-82.8351,137492,Texas
Austin Downtown,5,2.0,27.406666666666666,57,1,1,7.47,4778,4.1,42.051,-81.7301,261439,Texas
Beverly Hills,3,2.0,17.35333333333333,47,1,0,15.0,2383,4.3,35.4513,-123.0777,816350,California
Portland Pearl,5,1.5,29.62,47,1,1,9.54,2309,3.7,32.6982,-87.9771,333757,Oregon
Austin Downtown,5,2.0,19.72,47,1,0,3.24,3845,2.7,36.2134,-98.629,113461,Texas
Portland Pearl,3,2.0,33.333333333333336,46,1,0,7.68,1788,3.6,46.39,-113.8665,268702,Oregon
Denver Park,3,4.0,22.74,29,1,0,15.0,2138,6.6,30.7557,-102.0708,630967,Colorado
Portland Pearl,2,1.5,22.62,60,1,0,6.14,4273,3.9,29.612,-77.853,214958,Oregon
Palo Alto,4,2.5,23.533333333333335,21,1,0,15.0,596,5.0,37.28,-87.0625,1400605,California
Seattle Eastside,4,2.5,17.766666666666666,53,1,0,11.42,670,2.4,35.6561,-90.5042,399643,Washington
Miami Beach,3,1.5,29.6,43,1,0,6.74,4398,3.6,28.4453,-120.5167,235779,Florida
Chicago North,3,2.5,16.0,30,0,1,9.8,1765,2.5,38.3551,-88.3331,342879,Illinois
San Diego Coastal,4,3.0,27.86,65,1,0,5.0,4012,5.9,38.2133,-83.2811,174937,California
Denver Park,1,3.0,16.36,26,1,0,13.51,3607,1.7,38.9249,-72.7508,472813,Colorado
Miami Beach,5,3.0,30.393333333333334,53,1,0,8.96,1399,4.6,34.5118,-81.1076,313460,Florida
Miami Beach,3,2.5,17.813333333333333,21,1,0,10.55,1350,4.5,31.6711,-120.6031,369286,Florida
Miami Beach,2,2.0,17.2,17,1,0,6.53,4926,4.4,32.5516,-73.1059,228519,Florida
Phoenix Valley,1,3.0,8.926666666666666,47,1,0,15.0,4507,1.0,44.1902,-81.4441,614912,Arizona
Phoenix Valley,5,2.0,33.333333333333336,79,1,0,15.0,1657,1.0,39.3772,-124.8164,622843,Arizona
Denver Park,5,2.5,33.04666666666667,24,0,0,15.0,2669,4.2,34.1545,-85.8023,713226,Colorado
Chicago North,2,3.0,17.88,10,1,0,15.0,4380,2.6,39.1051,-108.2816,530574,Illinois
Boston Back Bay,2,3.0,14.966666666666667,10,1,0,12.31,1606,3.0,33.0411,-91.7233,431007,Massachusetts
Atlanta Central,3,3.0,33.233333333333334,40,1,0,15.0,3476,3.4,44.8409,-109.4467,899547,Georgia
Chicago North,2,1.5,11.053333333333333,63,1,0,8.56,2170,2.4,41.7355,-84.8476,299700,Illinois
Phoenix Valley,4,2.5,17.76,57,1,0,15.0,4469,2.2,27.3218,-114.73,613590,Arizona
Denver Park,2,2.0,17.56,17,1,1,15.0,1776,4.0,26.2919,-79.1007,574640,Colorado
Miami Beach,3,3.0,20.62,67,0,0,5.72,2449,1.1,25.7686,-120.9904,200036,Florida
Nashville Hills,3,2.5,27.85333333333333,14,1,0,3.05,3654,3.2,25.6333,-123.6749,106905,Tennessee
Phoenix Valley,3,1.5,25.44,45,1,1,13.8,3522,3.0,36.4289,-117.744,483001,Arizona
Nashville Hills,3,3.0,22.153333333333332,68,0,0,2.29,994,4.0,29.1594,-103.85,80000,Tennessee
Boston Back Bay,2,2.0,20.666666666666668,65,1,1,8.43,892,7.6,40.5143,-88.8825,294959,Massachusetts
Austin Heights,3,2.0,24.566666666666666,57,0,0,15.0,4341,2.5,36.1035,-98.5671,1534585,Texas
Atlanta Central,2,4.0,29.213333333333335,27,1,0,15.0,3927,4.6,27.15,-98.836,659750,Georgia
Beverly Hills,2,2.5,19.346666666666668,62,0,1,15.0,1169,4.3,25.1341,-77.3931,1445029,California
Beverly Hills,6,2.5,30.366666666666667,31,1,0,15.0,3417,4.8,25.8447,-94.2402,1380807,California
Atlanta Central,3,1.0,23.053333333333335,29,1,0,15.0,1771,3.7,37.2667,-97.0816,720275,Georgia
Chicago North,3,1.5,8.033333333333333,43,1,0,4.86,2329,6.2,38.4919,-101.9313,170267,Illinois
Portland Pearl,2,1.0,17.82,50,1,0,2.61,3320,5.0,33.1193,-71.1872,91415,Oregon
Austin Heights,4,2.0,31.826666666666668,17,1,0,15.0,3372,5.1,26.8147,-111.6455,1661486,Texas
Nashville Hills,5,2.0,33.20666666666666,75,1,0,7.19,2093,1.9,46.4978,-116.4439,251658,Tennessee
Denver Park,4,2.0,27.586666666666666,70,1,1,15.0,4238,4.1,34.3314,-97.9198,550099,Colorado
Austin Heights,4,2.5,29.46,23,1,0,15.0,2795,3.2,34.8741,-87.723,1190658,Texas
San Diego Coastal,4,1.5,31.88,20,1,0,5.66,4159,2.7,33.7735,-123.8083,197984,California
Portland Pearl,3,2.5,29.6,6,1,0,6.34,3060,3.1,26.3677,-77.8654,221734,Oregon
Miami Beach,5,3.0,32.38,33,1,0,8.93,2104,3.9,41.3403,-109.4286,312639,Florida
Palo Alto,4,1.5,24.313333333333333,14,1,0,15.0,1665,4.7,40.2906,-89.5039,1308682,California
Palo Alto,1,2.5,4.0,75,1,0,15.0,558,5.5,28.7827,-115.4693,971398,California
Atlanta Central,3,1.0,27.213333333333335,72,1,1,15.0,2905,5.4,31.1774,-77.0444,642080,Georgia
Chicago North,3,2.0,24.746666666666666,67,1,0,11.54,3003,4.4,37.5792,-105.2609,404034,Illinois
Austin Downtown,2,2.5,18.813333333333333,23,1,0,2.29,4727,4.1,33.6656,-114.7171,80000,Texas
Phoenix Valley,4,1.0,22.326666666666668,56,1,0,15.0,1669,3.5,47.9524,-123.914,646771,Arizona
Austin Heights,1,2.0,19.14666666666667,40,1,0,15.0,511,3.6,36.419,-108.0168,1519494,Texas
Austin Downtown,4,3.0,24.626666666666665,22,1,0,4.55,4525,2.8,45.2913,-104.1435,159315,Texas
Austin Heights,6,2.0,33.333333333333336,43,1,0,15.0,3183,3.4,29.7061,-123.0685,1351407,Texas
Beverly Hills,3,2.5,21.7,14,1,0,15.0,722,4.5,37.7931,-94.4552,1839883,California
Chicago North,3,2.5,24.393333333333334,77,1,0,7.02,1940,6.3,32.4013,-99.9912,245810,Illinois
Chicago North,4,1.5,19.873333333333335,14,1,1,13.76,4866,3.8,46.4935,-97.8816,481568,Illinois
Miami Beach,4,2.5,29.0,25,1,1,9.78,4379,2.8,37.6772,-117.659,342308,Florida
Dallas Park Cities,3,2.0,18.153333333333332,18,1,0,5.61,2990,5.5,40.0408,-103.9308,196258,Texas
Dallas Park Cities,3,1.5,18.34,42,1,0,4.81,934,1.0,26.7485,-71.7687,168468,Texas
Phoenix Valley,4,3.0,30.72,54,1,1,15.0,3426,5.6,36.2168,-105.3421,579412,Arizona
Austin Downtown,5,2.0,24.686666666666667,77,0,0,2.29,772,1.9,38.3279,-81.3871,80000,Texas
Miami Beach,3,2.5,26.706666666666667,32,1,0,4.39,2261,5.0,31.6793,-118.1709,153494,Florida
Palo Alto,3,2.0,22.54,17,1,0,15.0,2322,3.3,41.9226,-118.2448,1039009,California
Austin Downtown,6,1.5,25.206666666666667,2,1,0,8.42,3994,4.5,35.7313,-70.0591,294789,Texas
Austin Heights,2,2.5,25.273333333333333,48,1,1,15.0,3531,7.1,37.9101,-89.34,643781,Texas
Boston Back Bay,2,2.5,19.653333333333332,79,1,0,11.72,2654,2.7,33.3014,-88.4341,410130,Massachusetts
Portland Pearl,4,2.0,28.1,6,1,0,8.32,529,2.5,40.5596,-101.5742,291077,Oregon
Denver Park,1,2.5,19.366666666666667,80,1,0,11.23,582,4.1,27.3729,-83.137,392952,Colorado
Phoenix Valley,2,2.0,25.993333333333332,22,1,0,15.0,4150,6.3,36.6432,-73.9502,609838,Arizona
Seattle Eastside,4,2.0,27.066666666666666,73,1,1,13.71,3431,4.3,45.5997,-120.4898,480024,Washington
Dallas Park Cities,4,3.0,29.286666666666665,6,1,0,3.75,2014,4.1,30.4092,-115.5179,131224,Texas
Denver Park,3,2.5,23.973333333333333,72,1,1,15.0,3877,4.3,44.9743,-77.366,546059,Colorado
Miami Beach,3,2.0,20.166666666666668,27,1,0,11.06,4641,2.5,45.3562,-120.6472,387124,Florida
Chicago North,4,3.0,17.553333333333335,22,1,1,15.0,559,4.3,30.2999,-105.2476,650076,Illinois
Palo Alto,4,2.0,27.14,17,1,1,15.0,4575,3.4,26.8567,-120.4236,1823953,California
San Diego Coastal,4,3.0,33.333333333333336,11,1,0,7.63,1615,6.0,42.5816,-102.5616,267046,California
Nashville Hills,4,3.0,29.106666666666666,64,1,1,2.97,3937,5.2,47.0474,-100.4062,103832,Tennessee
Boston Back Bay,4,2.0,20.30666666666667,6,1,0,15.0,3155,2.0,30.8815,-115.0927,559294,Massachusetts
Austin Heights,5,2.0,33.333333333333336,38,1,0,15.0,3816,3.6,45.9991,-120.5095,1200331,Texas
Austin Heights,4,4.0,24.346666666666668,76,1,0,15.0,1029,4.8,29.7879,-102.0437,986163,Texas
Chicago North,2,3.0,6.84,33,0,0,7.19,3203,2.5,33.264,-96.7031,251562,Illinois
Seattle Eastside,5,1.5,33.333333333333336,67,1,1,15.0,4849,2.4,45.3758,-84.4633,577667,Washington
Boston Back Bay,5,2.0,24.953333333333333,56,1,1,9.3,4075,3.3,31.9934,-85.0702,325653,Massachusetts
Denver Park,3,2.0,31.493333333333332,64,1,0,13.95,4092,4.5,42.381,-121.1545,488358,Colorado
Seattle Eastside,1,3.0,20.12,76,1,1,11.67,1301,5.6,28.3803,-100.912,408480,Washington
Phoenix Valley,4,3.0,24.78,8,1,0,15.0,1740,4.3,33.7116,-78.5927,919180,Arizona
San Diego Coastal,3,3.0,24.446666666666665,25,1,0,8.22,4176,7.7,46.637,-92.1656,287812,California
Portland Pearl,4,2.0,33.333333333333336,26,1,1,6.86,2314,3.0,30.2045,-77.9828,239994,Oregon
Miami Beach,3,3.0,27.333333333333332,6,1,0,9.6,3043,5.1,41.1391,-72.7027,336091,Florida
Beverly Hills,2,1.0,19.266666666666666,9,1,1,15.0,1253,2.3,46.1497,-106.6149,1952586,California
Austin Downtown,3,2.0,33.333333333333336,9,1,0,2.44,4018,6.4,43.054,-117.6874,85400,Texas
Beverly Hills,5,2.0,30.626666666666665,76,1,0,15.0,2506,6.0,46.8037,-120.3842,1272620,California
Austin Downtown,1,2.0,17.1,69,0,0,2.29,2722,5.1,46.7062,-118.0469,80000,Texas
Beverly Hills,4,2.5,21.006666666666668,48,1,0,15.0,4784,1.4,27.6136,-87.4633,1710959,California
Seattle Eastside,3,2.0,13.066666666666666,68,1,0,9.4,3339,5.1,38.8382,-118.4239,329082,Washington
Palo Alto,3,2.0,20.46,28,1,0,15.0,2482,2.8,34.8186,-72.6176,1500252,California
Palo Alto,3,3.0,22.2,39,0,0,15.0,2037,4.7,40.703,-88.7559,830853,California
San Diego Coastal,3,1.0,23.753333333333334,71,1,1,8.68,3205,1.8,42.0786,-72.4459,303739,California
San Diego Coastal,4,2.0,18.426666666666666,12,1,0,5.87,2409,4.4,30.6405,-94.0072,205387,California
Palo Alto,4,1.5,29.52,12,1,0,15.0,1516,3.5,43.397,-113.8725,2355575,California
Austin Downtown,2,2.0,13.566666666666666,43,1,0,5.24,2141,2.8,34.4117,-115.7503,183464,Texas
Phoenix Valley,3,2.0,25.24,21,1,0,15.0,1790,4.9,40.105,-82.7661,732627,Arizona
Phoenix Valley,4,2.5,30.98,54,1,0,15.0,3832,3.9,34.8372,-124.9941,540545,Arizona
Phoenix Valley,4,2.0,23.886666666666667,51,1,0,15.0,2761,3.7,32.9607,-76.8594,868599,Arizona
Chicago North,3,2.0,16.85333333333333,27,1,0,9.14,1402,5.1,40.9596,-123.3772,320004,Illinois
Austin Heights,4,3.0,33.333333333333336,10,1,1,15.0,1174,6.9,37.4639,-91.7561,1664538,Texas
Chicago North,2,1.5,22.653333333333332,7,0,0,8.0,4687,4.4,44.6173,-103.6124,279919,Illinois
Denver Park,2,3.0,18.80666666666667,36,1,0,15.0,4500,1.3,43.0782,-91.3637,742494,Colorado
Beverly Hills,4,2.0,33.333333333333336,26,1,0,15.0,4231,1.7,44.9717,-81.9809,1377029,California
Atlanta Central,4,3.0,26.44,3,1,0,15.0,3807,4.1,42.6128,-118.8425,699418,Georgia
San Diego Coastal,4,1.0,22.686666666666667,56,1,0,7.41,4377,5.5,46.0873,-72.9537,259410,California
Portland Pearl,2,2.5,12.653333333333334,77,1,0,4.84,3411,4.2,28.6033,-92.2322,169265,Oregon
Atlanta Central,3,2.5,21.42,79,1,0,15.0,4612,4.8,39.7311,-103.9922,594591,Georgia
Phoenix Valley,4,2.5,30.113333333333333,10,0,1,15.0,4633,3.9,26.8954,-71.1505,684739,Arizona
Portland Pearl,3,3.0,29.406666666666666,16,1,0,6.08,2462,5.4,36.4919,-80.3607,212760,Oregon
San Diego Coastal,3,1.5,22.12,35,1,1,9.33,1618,4.9,44.8109,-116.0863,326599,California
Nashville Hills,4,2.0,32.46666666666667,74,0,0,2.87,4513,2.5,41.6887,-120.1299,100371,Tennessee
Dallas Park Cities,3,3.0,20.85333333333333,46,1,0,3.06,4219,4.7,38.4074,-74.2413,107266,Texas
Nashville Hills,3,3.0,17.826666666666668,37,1,0,3.3,2498,1.7,40.9617,-92.8323,115459,Tennessee
Austin Downtown,3,2.0,15.026666666666667,75,1,1,4.59,4588,4.7,28.9856,-99.5107,160806,Texas
Chicago North,5,2.5,27.3,54,1,0,7.24,957,3.6,46.4085,-120.7483,253543,Illinois
Atlanta Central,3,3.0,15.233333333333333,79,1,0,10.26,4196,4.2,29.8869,-95.2023,359223,Georgia
Phoenix Valley,2,3.0,28.713333333333335,70,0,0,13.9,723,4.5,28.8403,-110.0682,486451,Arizona
Denver Park,1,3.0,16.34,80,1,1,10.63,961,4.4,28.2201,-114.3798,371984,Colorado
Portland Pearl,1,3.0,13.486666666666666,45,1,0,6.91,786,6.1,46.533,-103.4917,241999,Oregon
San Diego Coastal,2,2.0,27.18,30,1,0,4.92,859,4.1,35.5997,-123.0371,172226,California
Nashville Hills,4,2.5,19.053333333333335,5,1,1,7.01,1346,4.3,37.2605,-92.1175,245336,Tennessee
Austin Heights,1,2.0,13.266666666666667,59,1,1,15.0,2128,6.0,33.7176,-90.8393,1009783,Texas
Seattle Eastside,3,1.5,32.66,22,0,0,15.0,2119,6.8,25.6274,-86.775,539830,Washington
Denver Park,2,3.0,17.226666666666667,1,1,0,15.0,2393,4.0,26.5332,-123.7435,680115,Colorado
Dallas Park Cities,3,2.5,33.333333333333336,65,1,0,2.93,4906,3.2,25.3625,-115.343,102598,Texas
Phoenix Valley,1,1.0,18.186666666666667,34,1,1,15.0,2799,3.3,37.3969,-82.5206,611506,Arizona
Austin Heights,4,2.5,32.96,45,1,0,15.0,1585,4.7,29.4501,-93.3927,1896542,Texas
Boston Back Bay,4,2.0,33.11333333333334,63,1,1,10.88,1118,3.7,34.2488,-124.502,380750,Massachusetts
Dallas Park Cities,4,1.0,26.006666666666668,27,1,0,4.87,4608,1.4,35.5875,-84.8114,170277,Texas
Dallas Park Cities,3,2.5,19.393333333333334,66,1,1,2.29,1741,5.7,37.2493,-102.0869,80000,Texas
Palo Alto,5,2.5,29.38,47,1,0,15.0,4146,5.2,45.5345,-110.531,1551052,California
Phoenix Valley,4,2.0,20.733333333333334,46,1,0,15.0,4053,5.7,25.9944,-83.5161,529313,Arizona
Austin Heights,2,1.0,17.64666666666667,22,1,1,15.0,4375,6.0,36.3673,-105.1799,1205585,Texas
Phoenix Valley,3,2.5,21.973333333333333,64,0,1,13.49,1158,4.3,28.0329,-100.0513,472125,Arizona
Boston Back Bay,4,1.0,33.333333333333336,20,1,1,15.0,4031,4.4,46.3099,-77.6572,752049,Massachusetts
Phoenix Valley,3,3.0,25.16,50,1,0,13.46,4019,5.5,46.1015,-116.767,470983,Arizona
Palo Alto,3,2.0,33.333333333333336,67,1,0,15.0,4878,2.2,28.2186,-93.8888,1354476,California
Seattle Eastside,4,3.0,14.48,10,1,1,15.0,3687,3.5,27.6993,-119.2828,563687,Washington
Beverly Hills,2,1.0,11.506666666666666,33,1,0,15.0,1039,3.9,27.527,-71.2179,1529787,California
Denver Park,5,1.5,28.1,55,1,0,15.0,2561,5.4,27.2559,-107.8479,873722,Colorado
Beverly Hills,2,2.0,25.953333333333333,22,1,0,15.0,2655,3.2,28.6362,-74.9375,1606634,California
Palo Alto,1,3.0,13.413333333333334,3,0,0,15.0,2631,2.9,28.5808,-104.8145,1325078,California
Chicago North,1,3.0,6.166666666666667,33,1,0,10.7,2042,3.4,28.7605,-78.4605,374668,Illinois
Nashville Hills,3,2.0,20.686666666666667,40,1,0,3.3,4106,4.7,28.4172,-82.9467,115539,Tennessee
Portland Pearl,5,2.0,23.606666666666666,74,1,1,10.02,1779,3.9,33.692,-112.2098,350844,Oregon
Palo Alto,4,1.0,18.566666666666666,65,1,0,15.0,2501,1.8,30.8396,-89.4193,1423705,California
Beverly Hills,5,2.5,33.333333333333336,15,1,0,15.0,2510,2.1,34.5928,-112.1662,2421141,California
Atlanta Central,3,2.0,20.12,23,1,0,15.0,3394,4.2,45.5561,-123.9563,739278,Georgia
Miami Beach,3,3.0,22.92,15,1,0,4.93,2664,4.3,33.0952,-108.4737,172703,Florida
Portland Pearl,3,2.0,21.5,73,1,1,5.3,4869,4.0,31.5889,-85.9193,185345,Oregon
Nashville Hills,1,3.0,12.653333333333334,29,1,1,2.95,4936,3.3,46.0302,-115.1801,103282,Tennessee
Atlanta Central,5,3.0,25.513333333333332,72,1,0,15.0,2589,5.2,32.397,-90.4709,738998,Georgia
Austin Heights,3,1.5,20.34,5,1,1,15.0,1691,4.6,27.8061,-82.9313,1770557,Texas
Beverly Hills,3,2.0,23.793333333333333,45,1,0,15.0,3924,4.5,39.2367,-107.9313,1489795,California
Austin Heights,3,3.0,29.56,6,0,0,15.0,4602,4.6,31.4813,-119.3858,1239525,Texas
Beverly Hills,4,2.0,31.046666666666667,45,1,1,15.0,4491,6.4,36.9591,-92.1875,1999073,California
Nashville Hills,3,2.5,15.493333333333334,1,1,1,2.29,1251,2.5,42.6637,-117.7754,80000,Tennessee
Phoenix Valley,4,3.0,31.266666666666666,13,1,0,15.0,739,3.4,38.0081,-124.8571,959058,Arizona
Nashville Hills,4,2.0,28.533333333333335,12,1,0,6.93,3492,3.5,43.6016,-117.8096,242549,Tennessee
Boston Back Bay,4,3.0,22.666666666666668,57,0,0,15.0,1852,5.9,32.9281,-110.3344,541887,Massachusetts
Boston Back Bay,1,2.0,14.966666666666667,52,1,0,11.12,1874,3.4,28.8796,-87.7441,389089,Massachusetts
Chicago North,2,2.5,21.046666666666667,45,1,0,13.94,634,2.8,34.0773,-106.7073,487901,Illinois
Nashville Hills,3,2.0,22.246666666666666,16,1,0,2.29,4821,3.8,34.4743,-74.4787,80000,Tennessee
Beverly Hills,5,2.0,32.56,22,0,0,15.0,506,4.2,41.4673,-84.1755,2347985,California
Palo Alto,5,1.0,25.393333333333334,31,1,0,15.0,3355,5.8,40.7973,-70.6891,1935021,California
Chicago North,4,1.0,33.333333333333336,79,1,0,5.24,4663,3.4,32.1155,-88.4088,183354,Illinois
Atlanta Central,3,2.0,11.706666666666667,57,1,0,15.0,788,3.0,46.3745,-123.8236,709641,Georgia
Boston Back Bay,2,2.0,21.08,3,1,0,13.62,3272,2.6,31.3385,-116.8115,476720,Massachusetts
Portland Pearl,4,2.5,27.953333333333333,3,1,0,9.32,4655,3.5,47.9187,-110.1724,326371,Oregon
Boston Back Bay,3,1.0,25.426666666666666,28,1,1,15.0,2348,7.8,25.7521,-86.3168,525112,Massachusetts
Denver Park,4,1.5,22.22,17,1,0,15.0,1822,4.6,40.496,-89.5106,950914,Colorado
Phoenix Valley,4,2.0,32.233333333333334,33,1,0,15.0,3669,4.9,39.2649,-113.7127,602285,Arizona
Portland Pearl,3,2.0,21.42,80,1,0,2.29,4673,4.0,38.4534,-86.6067,80000,Oregon
Denver Park,3,2.0,15.673333333333334,16,1,0,15.0,3014,4.2,42.9202,-109.6523,733625,Colorado
Seattle Eastside,1,1.5,8.16,48,1,0,7.58,560,5.2,38.5902,-88.2348,265198,Washington
Boston Back Bay,3,2.5,22.66,39,1,1,15.0,3580,4.8,39.0281,-107.9067,604342,Massachusetts
Portland Pearl,4,2.5,17.48,53,0,1,7.64,1484,4.5,45.1792,-113.4324,267515,Oregon
San Diego Coastal,3,2.5,31.6,44,0,0,7.94,4950,4.0,29.2951,-97.7837,278026,California
Chicago North,2,2.0,23.593333333333334,42,1,0,12.4,1752,3.5,37.2166,-71.0588,434102,Illinois
Phoenix Valley,2,3.0,27.74,23,1,1,15.0,3364,4.6,41.3783,-89.4376,648867,Arizona
Atlanta Central,2,2.5,27.18,78,1,0,14.97,3595,4.1,32.0812,-105.6597,523895,Georgia
Chicago North,4,2.5,24.12,22,0,0,15.0,2504,7.2,30.0481,-96.4855,575386,Illinois
